NAMA DEALER,MODEL,TYPE,REGION,BULAN FAKTUR,QTY
Honda Shanghai,INSPIRE,SPORT,China,05/01/2021,11
Honda Shanghai,INSPIRE,SPORT,China,06/01/2021,5
Honda Shanghai,INSPIRE,SPORT,China,07/01/2021,23
Honda Shanghai,INSPIRE,SPORT,China,08/01/2021,19
Honda Shanghai,INSPIRE,SPORT,China,09/01/2021,5
Honda Shanghai,INSPIRE,SPORT,China,10/01/2021,21
Honda Shanghai,INSPIRE,SPORT,China,11/01/2021,28
Honda Shanghai,INSPIRE,SPORT,China,12/01/2021,35
Honda Shanghai,INSPIRE,SPORT,China,01/01/2022,30
Honda Shanghai,INSPIRE,SPORT,China,02/01/2022,4
Honda Shanghai,INSPIRE,SPORT,China,03/01/2022,7
Honda Shanghai,INSPIRE,SPORT,China,04/01/2022,7
Honda Shanghai,INSPIRE,SPORT,China,05/01/2022,3
Honda Shanghai,INSPIRE,SPORT,China,06/01/2022,10
Honda Shanghai,INSPIRE,SPORT,China,07/01/2022,4
Honda Shanghai,INSPIRE,SPORT,China,08/01/2022,1
Honda Shanghai,INSPIRE,SPORT,China,09/01/2022,8
Honda Shanghai,INSPIRE,SPORT,China,10/01/2022,2
Honda Shanghai,INSPIRE,SPORT,China,11/01/2022,8
Honda Shanghai,INSPIRE,SPORT,China,12/01/2022,3
Honda Shanghai,INSPIRE,SPORT,China,01/01/2023,6
Honda Shanghai,INSPIRE,SPORT,China,02/01/2023,17
Honda Shanghai,INSPIRE,SPORT,China,03/01/2023,11
Honda Shanghai,INSPIRE,SPORT,China,04/01/2023,4
Honda Shanghai,INSPIRE,SPORT,China,05/01/2023,8
Honda Shanghai,INSPIRE,SPORT,China,06/01/2023,13
Honda Shanghai,INSPIRE,SPORT,China,07/01/2023,2
Honda Shanghai,INSPIRE,SPORT,China,08/01/2023,6
Honda Shanghai,INSPIRE,SPORT,China,09/01/2023,4
Honda Shanghai,INSPIRE,SPORT,China,10/01/2023,2
Honda Shanghai,INSPIRE,SPORT,China,11/01/2023,1
Honda Shanghai,INSPIRE,SPORT,China,12/01/2023,7
Honda Shenzen,BREEZE,HYBRID,China,01/01/2021,150
Honda Shenzen,BREEZE,HYBRID,China,02/01/2021,141
Honda Shenzen,BREEZE,HYBRID,China,03/01/2021,165
Honda Shenzen,BREEZE,HYBRID,China,04/01/2021,175
Honda Shenzen,BREEZE,HYBRID,China,05/01/2021,119
Honda Shenzen,BREEZE,HYBRID,China,06/01/2021,175
Honda Shenzen,BREEZE,HYBRID,China,07/01/2021,106
Honda Shenzen,BREEZE,HYBRID,China,08/01/2021,99
Honda Shenzen,BREEZE,HYBRID,China,09/01/2021,117
Honda Shenzen,BREEZE,HYBRID,China,10/01/2021,50
Honda Shenzen,BREEZE,HYBRID,China,11/01/2021,79
Honda Shenzen,BREEZE,HYBRID,China,12/01/2021,152
Honda Shenzen,BREEZE,HYBRID,China,01/01/2022,154
Honda Shenzen,BREEZE,HYBRID,China,02/01/2022,172
Honda Shenzen,BREEZE,HYBRID,China,03/01/2022,220
Honda Shenzen,BREEZE,HYBRID,China,04/01/2022,188
Honda Shenzen,BREEZE,HYBRID,China,05/01/2022,160
Honda Shenzen,BREEZE,HYBRID,China,06/01/2022,254
Honda Shenzen,BREEZE,HYBRID,China,07/01/2022,161
Honda Shenzen,BREEZE,HYBRID,China,08/01/2022,176
Honda Shenzen,BREEZE,HYBRID,China,09/01/2022,326
Honda Shenzen,BREEZE,HYBRID,China,10/01/2022,184
Honda Shenzen,BREEZE,HYBRID,China,11/01/2022,370
Honda Shenzen,BREEZE,HYBRID,China,12/01/2022,220
Honda Shenzen,BREEZE,HYBRID,China,01/01/2023,164
Honda Shenzen,BREEZE,HYBRID,China,02/01/2023,257
Honda Shenzen,BREEZE,HYBRID,China,03/01/2023,429
Honda Shenzen,BREEZE,HYBRID,China,04/01/2023,145
Honda Shenzen,BREEZE,HYBRID,China,05/01/2023,191
Honda Shenzen,BREEZE,HYBRID,China,06/01/2023,220
Honda Shenzen,BREEZE,HYBRID,China,07/01/2023,237
Honda Shenzen,BREEZE,HYBRID,China,08/01/2023,162
Honda Shenzen,BREEZE,HYBRID,China,09/01/2023,266
Honda Shenzen,BREEZE,HYBRID,China,10/01/2023,131
Honda Shenzen,BREEZE,HYBRID,China,11/01/2023,243
Honda Shenzen,BREEZE,HYBRID,China,12/01/2023,273
Honda Shenzen,BREEZE,SPORT,China,01/01/2021,72
Honda Shenzen,BREEZE,SPORT,China,02/01/2021,29
Honda Shenzen,BREEZE,SPORT,China,03/01/2021,92
Honda Shenzen,BREEZE,SPORT,China,04/01/2021,41
Honda Shenzen,BREEZE,SPORT,China,05/01/2021,62
Honda Shenzen,BREEZE,SPORT,China,06/01/2021,40
Honda Shenzen,BREEZE,SPORT,China,07/01/2021,99
Honda Shenzen,BREEZE,SPORT,China,08/01/2021,65
Honda Shenzen,BREEZE,SPORT,China,09/01/2021,6
Honda Shenzen,BREEZE,SPORT,China,10/01/2021,19
Honda Shenzen,BREEZE,SPORT,China,11/01/2021,20
Honda Shenzen,BREEZE,SPORT,China,12/01/2021,83
Honda Shenzen,BREEZE,SPORT,China,01/01/2022,56
Honda Shenzen,BREEZE,SPORT,China,02/01/2022,61
Honda Shenzen,BREEZE,SPORT,China,03/01/2022,148
Honda Shenzen,BREEZE,SPORT,China,04/01/2022,115
Honda Shenzen,BREEZE,SPORT,China,05/01/2022,58
Honda Shenzen,BREEZE,SPORT,China,06/01/2022,94
Honda Shenzen,BREEZE,SPORT,China,07/01/2022,79
Honda Shenzen,BREEZE,SPORT,China,08/01/2022,94
Honda Shenzen,BREEZE,SPORT,China,09/01/2022,130
Honda Shenzen,BREEZE,SPORT,China,10/01/2022,84
Honda Shenzen,BREEZE,SPORT,China,11/01/2022,155
Honda Shenzen,BREEZE,SPORT,China,12/01/2022,70
Honda Shenzen,BREEZE,SPORT,China,01/01/2023,73
Honda Shenzen,BREEZE,SPORT,China,02/01/2023,130
Honda Shenzen,BREEZE,SPORT,China,03/01/2023,97
Honda Shenzen,BREEZE,SPORT,China,04/01/2023,23
Honda Shenzen,BREEZE,SPORT,China,05/01/2023,104
Honda Shenzen,BREEZE,SPORT,China,06/01/2023,50
Honda Shenzen,BREEZE,SPORT,China,07/01/2023,62
Honda Shenzen,BREEZE,SPORT,China,08/01/2023,46
Honda Shenzen,BREEZE,SPORT,China,09/01/2023,74
Honda Shenzen,BREEZE,SPORT,China,10/01/2023,23
Honda Shenzen,BREEZE,SPORT,China,11/01/2023,37
Honda Shenzen,BREEZE,SPORT,China,12/01/2023,56
Honda Shenzen,ELYSION,ELITE,China,01/01/2021,14
Honda Shenzen,ELYSION,ELITE,China,02/01/2021,12
Honda Shenzen,ELYSION,ELITE,China,03/01/2021,46
Honda Shenzen,ELYSION,ELITE,China,04/01/2021,38
Honda Shenzen,ELYSION,ELITE,China,05/01/2021,21
Honda Shenzen,ELYSION,ELITE,China,06/01/2021,4
Honda Shenzen,ELYSION,ELITE,China,07/01/2021,20
Honda Shenzen,ELYSION,ELITE,China,08/01/2021,31
Honda Shenzen,ELYSION,ELITE,China,09/01/2021,6
Honda Shenzen,ELYSION,ELITE,China,10/01/2021,17
Honda Shenzen,ELYSION,ELITE,China,11/01/2021,9
Honda Shenzen,ELYSION,ELITE,China,12/01/2021,25
Honda Shenzen,ELYSION,ELITE,China,01/01/2022,6
Honda Shenzen,ELYSION,ELITE,China,03/01/2022,2
Honda Shenzen,ELYSION,ELITE,China,04/01/2022,4
Honda Shenzen,ELYSION,ELITE,China,05/01/2022,6
Honda Shenzen,ELYSION,ELITE,China,06/01/2022,10
Honda Shenzen,ELYSION,ELITE,China,07/01/2022,12
Honda Shenzen,ELYSION,ELITE,China,08/01/2022,12
Honda Shenzen,ELYSION,ELITE,China,09/01/2022,22
Honda Shenzen,ELYSION,ELITE,China,10/01/2022,8
Honda Shenzen,ELYSION,ELITE,China,11/01/2022,14
Honda Shenzen,ELYSION,ELITE,China,12/01/2022,27
Honda Shenzen,ELYSION,ELITE,China,01/01/2023,25
Honda Shenzen,ELYSION,ELITE,China,02/01/2023,33
Honda Shenzen,ELYSION,ELITE,China,03/01/2023,42
Honda Shenzen,ELYSION,ELITE,China,04/01/2023,17
Honda Shenzen,ELYSION,ELITE,China,05/01/2023,33
Honda Shenzen,ELYSION,ELITE,China,06/01/2023,36
Honda Shenzen,ELYSION,ELITE,China,07/01/2023,39
Honda Shenzen,ELYSION,ELITE,China,08/01/2023,39
Honda Shenzen,ELYSION,ELITE,China,09/01/2023,35
Honda Shenzen,ELYSION,ELITE,China,10/01/2023,21
Honda Shenzen,ELYSION,ELITE,China,11/01/2023,21
Honda Shenzen,ELYSION,ELITE,China,12/01/2023,33
Honda Shenzen,ELYSION,HYBRID,China,01/01/2021,28
Honda Shenzen,ELYSION,HYBRID,China,02/01/2021,10
Honda Shenzen,ELYSION,HYBRID,China,03/01/2021,81
Honda Shenzen,ELYSION,HYBRID,China,04/01/2021,49
Honda Shenzen,ELYSION,HYBRID,China,05/01/2021,33
Honda Shenzen,ELYSION,HYBRID,China,06/01/2021,11
Honda Shenzen,ELYSION,HYBRID,China,07/01/2021,40
Honda Shenzen,ELYSION,HYBRID,China,08/01/2021,63
Honda Shenzen,ELYSION,HYBRID,China,09/01/2021,6
Honda Shenzen,ELYSION,HYBRID,China,10/01/2021,33
Honda Shenzen,ELYSION,HYBRID,China,11/01/2021,25
Honda Shenzen,ELYSION,HYBRID,China,12/01/2021,28
Honda Shenzen,ELYSION,HYBRID,China,01/01/2022,21
Honda Shenzen,ELYSION,HYBRID,China,02/01/2022,11
Honda Shenzen,ELYSION,HYBRID,China,03/01/2022,12
Honda Shenzen,ELYSION,HYBRID,China,04/01/2022,48
Honda Shenzen,ELYSION,HYBRID,China,05/01/2022,25
Honda Shenzen,ELYSION,HYBRID,China,06/01/2022,54
Honda Shenzen,ELYSION,HYBRID,China,07/01/2022,49
Honda Shenzen,ELYSION,HYBRID,China,08/01/2022,76
Honda Shenzen,ELYSION,HYBRID,China,09/01/2022,78
Honda Shenzen,ELYSION,HYBRID,China,10/01/2022,55
Honda Shenzen,ELYSION,HYBRID,China,11/01/2022,61
Honda Shenzen,ELYSION,HYBRID,China,12/01/2022,68
Honda Shenzen,ELYSION,HYBRID,China,01/01/2023,48
Honda Shenzen,ELYSION,HYBRID,China,02/01/2023,80
Honda Shenzen,ELYSION,HYBRID,China,03/01/2023,95
Honda Shenzen,ELYSION,HYBRID,China,04/01/2023,54
Honda Shenzen,ELYSION,HYBRID,China,05/01/2023,86
Honda Shenzen,ELYSION,HYBRID,China,06/01/2023,77
Honda Shenzen,ELYSION,HYBRID,China,07/01/2023,69
Honda Shenzen,ELYSION,HYBRID,China,08/01/2023,60
Honda Shenzen,ELYSION,HYBRID,China,09/01/2023,70
Honda Shenzen,ELYSION,HYBRID,China,10/01/2023,21
Honda Shenzen,ELYSION,HYBRID,China,11/01/2023,43
Honda Shenzen,ELYSION,HYBRID,China,12/01/2023,91
Honda Shenzen,ELYSION,LUXURY,China,01/01/2021,9
Honda Shenzen,ELYSION,LUXURY,China,02/01/2021,11
Honda Shenzen,ELYSION,LUXURY,China,03/01/2021,8
Honda Shenzen,ELYSION,LUXURY,China,04/01/2021,6
Honda Shenzen,ELYSION,LUXURY,China,06/01/2021,1
Honda Shenzen,ELYSION,LUXURY,China,08/01/2021,1
Honda Shenzen,ELYSION,LUXURY,China,01/01/2022,2
Honda Shenzen,INSPIRE,HYBRID,China,01/01/2021,2
Honda Shenzen,INSPIRE,HYBRID,China,02/01/2021,5
Honda Shenzen,INSPIRE,HYBRID,China,03/01/2021,1
Honda Shenzen,INSPIRE,HYBRID,China,04/01/2021,7
Honda Shenzen,INSPIRE,HYBRID,China,05/01/2021,15
Honda Shenzen,INSPIRE,HYBRID,China,06/01/2021,17
Honda Shenzen,INSPIRE,HYBRID,China,07/01/2021,43
Honda Shenzen,INSPIRE,HYBRID,China,08/01/2021,62
Honda Shenzen,INSPIRE,HYBRID,China,09/01/2021,16
Honda Shenzen,INSPIRE,HYBRID,China,10/01/2021,30
Honda Shenzen,INSPIRE,HYBRID,China,11/01/2021,30
Honda Shenzen,INSPIRE,HYBRID,China,12/01/2021,30
Honda Shenzen,INSPIRE,HYBRID,China,01/01/2022,15
Honda Shenzen,INSPIRE,HYBRID,China,02/01/2022,19
Honda Shenzen,INSPIRE,HYBRID,China,03/01/2022,13
Honda Shenzen,INSPIRE,HYBRID,China,04/01/2022,13
Honda Shenzen,INSPIRE,HYBRID,China,05/01/2022,18
Honda Shenzen,INSPIRE,HYBRID,China,06/01/2022,13
Honda Shenzen,INSPIRE,HYBRID,China,07/01/2022,22
Honda Shenzen,INSPIRE,HYBRID,China,08/01/2022,19
Honda Shenzen,INSPIRE,HYBRID,China,09/01/2022,21
Honda Shenzen,INSPIRE,HYBRID,China,10/01/2022,12
Honda Shenzen,INSPIRE,HYBRID,China,11/01/2022,12
Honda Shenzen,INSPIRE,HYBRID,China,12/01/2022,26
Honda Shenzen,INSPIRE,HYBRID,China,01/01/2023,22
Honda Shenzen,INSPIRE,HYBRID,China,02/01/2023,28
Honda Shenzen,INSPIRE,HYBRID,China,03/01/2023,11
Honda Shenzen,INSPIRE,HYBRID,China,04/01/2023,5
Honda Shenzen,INSPIRE,HYBRID,China,05/01/2023,7
Honda Shenzen,INSPIRE,HYBRID,China,06/01/2023,5
Honda Shenzen,INSPIRE,HYBRID,China,07/01/2023,7
Honda Shenzen,INSPIRE,HYBRID,China,08/01/2023,11
Honda Shenzen,INSPIRE,HYBRID,China,09/01/2023,8
Honda Shenzen,INSPIRE,HYBRID,China,10/01/2023,8
Honda Shenzen,INSPIRE,HYBRID,China,11/01/2023,12
Honda Shenzen,INSPIRE,HYBRID,China,12/01/2023,21
Honda Shenzen,INSPIRE,SPORT,China,01/01/2021,7
Honda Shenzen,INSPIRE,SPORT,China,02/01/2021,10
Honda Shenzen,INSPIRE,SPORT,China,03/01/2021,6
Honda Shenzen,INSPIRE,SPORT,China,04/01/2021,11
Honda Shenzen,INSPIRE,SPORT,China,05/01/2021,18
Honda Shenzen,INSPIRE,SPORT,China,06/01/2021,4
Honda Shenzen,INSPIRE,SPORT,China,07/01/2021,14
Honda Shenzen,INSPIRE,SPORT,China,08/01/2021,26
Honda Shenzen,INSPIRE,SPORT,China,09/01/2021,3
Honda Shenzen,INSPIRE,SPORT,China,10/01/2021,25
Honda Shenzen,INSPIRE,SPORT,China,11/01/2021,25
Honda Shenzen,INSPIRE,SPORT,China,12/01/2021,33
Honda Shenzen,INSPIRE,SPORT,China,01/01/2022,11
Honda Shenzen,INSPIRE,SPORT,China,02/01/2022,13
Honda Shenzen,INSPIRE,SPORT,China,03/01/2022,20
Honda Shenzen,INSPIRE,SPORT,China,04/01/2022,18
Honda Shenzen,INSPIRE,SPORT,China,05/01/2022,7
Honda Shenzen,INSPIRE,SPORT,China,06/01/2022,12
Honda Shenzen,INSPIRE,SPORT,China,07/01/2022,11
Honda Shenzen,INSPIRE,SPORT,China,08/01/2022,9
Honda Shenzen,INSPIRE,SPORT,China,09/01/2022,8
Honda Shenzen,INSPIRE,SPORT,China,10/01/2022,8
Honda Shenzen,INSPIRE,SPORT,China,11/01/2022,7
Honda Shenzen,INSPIRE,SPORT,China,12/01/2022,11
Honda Shenzen,INSPIRE,SPORT,China,01/01/2023,6
Honda Shenzen,INSPIRE,SPORT,China,02/01/2023,31
Honda Shenzen,INSPIRE,SPORT,China,03/01/2023,9
Honda Shenzen,INSPIRE,SPORT,China,04/01/2023,9
Honda Shenzen,INSPIRE,SPORT,China,05/01/2023,13
Honda Shenzen,INSPIRE,SPORT,China,06/01/2023,3
Honda Shenzen,INSPIRE,SPORT,China,07/01/2023,1
Honda Shenzen,INSPIRE,SPORT,China,08/01/2023,9
Honda Shenzen,INSPIRE,SPORT,China,09/01/2023,14
Honda Shenzen,INSPIRE,SPORT,China,10/01/2023,9
Honda Shenzen,INSPIRE,SPORT,China,11/01/2023,9
Honda Shenzen,INSPIRE,SPORT,China,12/01/2023,15
Honda Toronto,ACCORD,EX,Amerika Utara,03/01/2023,1
Honda Toronto,ACCORD,EX,Amerika Utara,05/01/2023,1
Honda Toronto,ACCORD,EX,Amerika Utara,06/01/2023,1
Honda Toronto,ACCORD,EX,Amerika Utara,08/01/2023,3
Honda Toronto,ACCORD,EX,Amerika Utara,11/01/2023,1
Honda Toronto,ACCORD,LX,Amerika Utara,09/01/2021,1
Honda Toronto,ACCORD,LX,Amerika Utara,02/01/2022,1
Honda Toronto,ACCORD,LX,Amerika Utara,03/01/2022,3
Honda Toronto,ACCORD,LX,Amerika Utara,05/01/2022,1
Honda Toronto,ACCORD,LX,Amerika Utara,06/01/2022,2
Honda Toronto,ACCORD,LX,Amerika Utara,12/01/2022,1
Honda Toronto,ACCORD,LX,Amerika Utara,03/01/2023,1
Honda Toronto,CIVIC,HYBRID,Amerika Utara,01/01/2021,6
Honda Toronto,CIVIC,HYBRID,Amerika Utara,02/01/2021,12
Honda Toronto,CIVIC,HYBRID,Amerika Utara,03/01/2021,5
Honda Toronto,CIVIC,HYBRID,Amerika Utara,04/01/2021,3
Honda Toronto,CIVIC,HYBRID,Amerika Utara,05/01/2021,7
Honda Toronto,CIVIC,HYBRID,Amerika Utara,08/01/2021,1
Honda Toronto,CIVIC,HYBRID,Amerika Utara,10/01/2021,1
Honda Toronto,CIVIC,HYBRID,Amerika Utara,08/01/2022,1
Honda Toronto,CIVIC,HYBRID,Amerika Utara,10/01/2022,1
Honda Toronto,CIVIC,HYBRID,Amerika Utara,03/01/2023,1
Honda Toronto,CIVIC,HYBRID,Amerika Utara,04/01/2023,1
Honda Toronto,CIVIC,HYBRID,Amerika Utara,10/01/2023,1
Honda Toronto,CIVIC,LX,Amerika Utara,01/01/2021,97
Honda Toronto,CIVIC,LX,Amerika Utara,02/01/2021,62
Honda Toronto,CIVIC,LX,Amerika Utara,03/01/2021,84
Honda Toronto,CIVIC,LX,Amerika Utara,04/01/2021,137
Honda Toronto,CIVIC,LX,Amerika Utara,05/01/2021,156
Honda Toronto,CIVIC,LX,Amerika Utara,06/01/2021,50
Honda Toronto,CIVIC,LX,Amerika Utara,07/01/2021,69
Honda Toronto,CIVIC,LX,Amerika Utara,08/01/2021,128
Honda Toronto,CIVIC,LX,Amerika Utara,09/01/2021,31
Honda Toronto,CIVIC,LX,Amerika Utara,10/01/2021,30
Honda Toronto,CIVIC,LX,Amerika Utara,11/01/2021,115
Honda Toronto,CIVIC,LX,Amerika Utara,12/01/2021,162
Honda Toronto,CIVIC,LX,Amerika Utara,01/01/2022,103
Honda Toronto,CIVIC,LX,Amerika Utara,02/01/2022,60
Honda Toronto,CIVIC,LX,Amerika Utara,03/01/2022,115
Honda Toronto,CIVIC,LX,Amerika Utara,04/01/2022,82
Honda Toronto,CIVIC,LX,Amerika Utara,05/01/2022,98
Honda Toronto,CIVIC,LX,Amerika Utara,06/01/2022,92
Honda Toronto,CIVIC,LX,Amerika Utara,07/01/2022,61
Honda Toronto,CIVIC,LX,Amerika Utara,08/01/2022,81
Honda Toronto,CIVIC,LX,Amerika Utara,09/01/2022,125
Honda Toronto,CIVIC,LX,Amerika Utara,10/01/2022,110
Honda Toronto,CIVIC,LX,Amerika Utara,11/01/2022,144
Honda Toronto,CIVIC,LX,Amerika Utara,12/01/2022,177
Honda Toronto,CIVIC,LX,Amerika Utara,01/01/2023,137
Honda Toronto,CIVIC,LX,Amerika Utara,02/01/2023,130
Honda Toronto,CIVIC,LX,Amerika Utara,03/01/2023,162
Honda Toronto,CIVIC,LX,Amerika Utara,04/01/2023,110
Honda Toronto,CIVIC,LX,Amerika Utara,05/01/2023,127
Honda Toronto,CIVIC,LX,Amerika Utara,06/01/2023,130
Honda Toronto,CIVIC,LX,Amerika Utara,07/01/2023,150
Honda Toronto,CIVIC,LX,Amerika Utara,08/01/2023,112
Honda Toronto,CIVIC,LX,Amerika Utara,09/01/2023,186
Honda Toronto,CIVIC,LX,Amerika Utara,10/01/2023,144
Honda Toronto,CIVIC,LX,Amerika Utara,11/01/2023,134
Honda Toronto,CIVIC,LX,Amerika Utara,12/01/2023,188
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,01/01/2021,11
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,02/01/2021,32
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,03/01/2021,28
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,04/01/2021,42
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,05/01/2021,51
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,06/01/2021,31
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,07/01/2021,45
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,08/01/2021,39
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,09/01/2021,24
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,10/01/2021,39
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,11/01/2021,64
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,12/01/2021,44
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,01/01/2022,37
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,02/01/2022,11
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,03/01/2022,9
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,04/01/2022,15
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,05/01/2022,12
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,06/01/2022,12
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,07/01/2022,13
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,08/01/2022,31
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,09/01/2022,31
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,10/01/2022,18
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,11/01/2022,22
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,12/01/2022,47
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,01/01/2023,20
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,02/01/2023,29
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,03/01/2023,23
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,04/01/2023,9
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,05/01/2023,13
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,06/01/2023,10
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,07/01/2023,10
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,08/01/2023,10
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,09/01/2023,4
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,10/01/2023,7
Honda Toronto,CIVIC,SI SEDAN,Amerika Utara,11/01/2023,1
Honda Toronto,CIVIC,SPORT,Amerika Utara,01/01/2021,45
Honda Toronto,CIVIC,SPORT,Amerika Utara,02/01/2021,34
Honda Toronto,CIVIC,SPORT,Amerika Utara,03/01/2021,77
Honda Toronto,CIVIC,SPORT,Amerika Utara,04/01/2021,100
Honda Toronto,CIVIC,SPORT,Amerika Utara,05/01/2021,67
Honda Toronto,CIVIC,SPORT,Amerika Utara,06/01/2021,30
Honda Toronto,CIVIC,SPORT,Amerika Utara,07/01/2021,41
Honda Toronto,CIVIC,SPORT,Amerika Utara,08/01/2021,53
Honda Toronto,CIVIC,SPORT,Amerika Utara,09/01/2021,15
Honda Toronto,CIVIC,SPORT,Amerika Utara,10/01/2021,48
Honda Toronto,CIVIC,SPORT,Amerika Utara,11/01/2021,23
Honda Toronto,CIVIC,SPORT,Amerika Utara,12/01/2021,65
Honda Toronto,CIVIC,SPORT,Amerika Utara,01/01/2022,99
Honda Toronto,CIVIC,SPORT,Amerika Utara,02/01/2022,37
Honda Toronto,CIVIC,SPORT,Amerika Utara,03/01/2022,105
Honda Toronto,CIVIC,SPORT,Amerika Utara,04/01/2022,73
Honda Toronto,CIVIC,SPORT,Amerika Utara,05/01/2022,68
Honda Toronto,CIVIC,SPORT,Amerika Utara,06/01/2022,74
Honda Toronto,CIVIC,SPORT,Amerika Utara,07/01/2022,64
Honda Toronto,CIVIC,SPORT,Amerika Utara,08/01/2022,56
Honda Toronto,CIVIC,SPORT,Amerika Utara,09/01/2022,100
Honda Toronto,CIVIC,SPORT,Amerika Utara,10/01/2022,50
Honda Toronto,CIVIC,SPORT,Amerika Utara,11/01/2022,85
Honda Toronto,CIVIC,SPORT,Amerika Utara,12/01/2022,61
Honda Toronto,CIVIC,SPORT,Amerika Utara,01/01/2023,131
Honda Toronto,CIVIC,SPORT,Amerika Utara,02/01/2023,73
Honda Toronto,CIVIC,SPORT,Amerika Utara,03/01/2023,60
Honda Toronto,CIVIC,SPORT,Amerika Utara,04/01/2023,50
Honda Toronto,CIVIC,SPORT,Amerika Utara,05/01/2023,70
Honda Toronto,CIVIC,SPORT,Amerika Utara,06/01/2023,72
Honda Toronto,CIVIC,SPORT,Amerika Utara,07/01/2023,71
Honda Toronto,CIVIC,SPORT,Amerika Utara,08/01/2023,59
Honda Toronto,CIVIC,SPORT,Amerika Utara,09/01/2023,73
Honda Toronto,CIVIC,SPORT,Amerika Utara,10/01/2023,64
Honda Toronto,CIVIC,SPORT,Amerika Utara,11/01/2023,87
Honda Toronto,CIVIC,SPORT,Amerika Utara,12/01/2023,80
Honda Toronto,CR-V,EX,Amerika Utara,01/01/2021,9
Honda Toronto,CR-V,EX,Amerika Utara,02/01/2021,9
Honda Toronto,CR-V,EX,Amerika Utara,03/01/2021,14
Honda Toronto,CR-V,EX,Amerika Utara,04/01/2021,22
Honda Toronto,CR-V,EX,Amerika Utara,05/01/2021,9
Honda Toronto,CR-V,EX,Amerika Utara,06/01/2021,15
Honda Toronto,CR-V,EX,Amerika Utara,07/01/2021,11
Honda Toronto,CR-V,EX,Amerika Utara,08/01/2021,45
Honda Toronto,CR-V,EX,Amerika Utara,09/01/2021,9
Honda Toronto,CR-V,EX,Amerika Utara,10/01/2021,30
Honda Toronto,CR-V,EX,Amerika Utara,11/01/2021,32
Honda Toronto,CR-V,EX,Amerika Utara,12/01/2021,28
Honda Toronto,CR-V,EX,Amerika Utara,01/01/2022,29
Honda Toronto,CR-V,EX,Amerika Utara,02/01/2022,4
Honda Toronto,CR-V,EX,Amerika Utara,03/01/2022,11
Honda Toronto,CR-V,EX,Amerika Utara,04/01/2022,9
Honda Toronto,CR-V,EX,Amerika Utara,05/01/2022,11
Honda Toronto,CR-V,EX,Amerika Utara,06/01/2022,6
Honda Toronto,CR-V,EX,Amerika Utara,07/01/2022,4
Honda Toronto,CR-V,EX,Amerika Utara,08/01/2022,8
Honda Toronto,CR-V,EX,Amerika Utara,09/01/2022,7
Honda Toronto,CR-V,EX,Amerika Utara,10/01/2022,3
Honda Toronto,CR-V,EX,Amerika Utara,11/01/2022,3
Honda Toronto,CR-V,EX,Amerika Utara,12/01/2022,11
Honda Toronto,CR-V,EX,Amerika Utara,01/01/2023,8
Honda Toronto,CR-V,EX,Amerika Utara,02/01/2023,29
Honda Toronto,CR-V,EX,Amerika Utara,03/01/2023,1
Honda Toronto,CR-V,EX,Amerika Utara,04/01/2023,1
Honda Toronto,CR-V,EX,Amerika Utara,05/01/2023,4
Honda Toronto,CR-V,EX,Amerika Utara,06/01/2023,2
Honda Toronto,CR-V,EX,Amerika Utara,08/01/2023,1
Honda Toronto,CR-V,EX,Amerika Utara,09/01/2023,4
Honda Toronto,CR-V,EX,Amerika Utara,10/01/2023,2
Honda Toronto,CR-V,EX,Amerika Utara,12/01/2023,2
